2017/09/13 19:58:38,0.768,0.916,1.076,1.4,1.588
2017/09/13 19:58:41,0.343,0.493,0.65,0.81,0.984,1.161
2017/09/13 19:58:43,0.346,0.507,0.669,0.83,1.001,1.178
2017/09/26 18:34:30,12.129,15.942,19.129,19.521,19.72
